Freq.,V(out5)
1.42708563107275e+004,-1.88276220871304e+001,1.16589488011399e+000
1.42807515435736e+004,-1.88275223858098e+001,1.16669548092697e+000
1.42906536376502e+004,-1.88274225480352e+001,1.16749662075800e+000
1.43005625977146e+004,-1.88273225736226e+001,1.16829829994808e+000
1.43104784285277e+004,-1.88272224623875e+001,1.16910051883768e+000
1.43204011348536e+004,-1.88271222141451e+001,1.16990327776840e+000
1.43303307214596e+004,-1.88270218287106e+001,1.17070657708107e+000
1.43402671931165e+004,-1.88269213058988e+001,1.17151041711748e+000
1.43502105545983e+004,-1.88268206455242e+001,1.17231479821906e+000
1.43601608106822e+004,-1.88267198474014e+001,1.17311972072739e+000
1.43701179661490e+004,-1.88266189113442e+001,1.17392518498502e+000
1.43800820257825e+004,-1.88265178371667e+001,1.17473119133349e+000
1.43900529943701e+004,-1.88264166246824e+001,1.17553774011551e+000
1.44000308767022e+004,-1.88263152737047e+001,1.17634483167320e+000
1.44100156775729e+004,-1.88262137840467e+001,1.17715246634973e+000
1.44200074017793e+004,-1.88261121555213e+001,1.17796064448757e+000
1.44300060541221e+004,-1.88260103879411e+001,1.17876936642935e+000
1.44400116394050e+004,-1.88259084811186e+001,1.17957863251872e+000
1.44500241624352e+004,-1.88258064348659e+001,1.18038844309882e+000
1.44600436280235e+004,-1.88257042489948e+001,1.18119879851320e+000
1.44700700409835e+004,-1.88256019233171e+001,1.18200969910539e+000
1.44801034061326e+004,-1.88254994576442e+001,1.18282114521924e+000
1.44901437282913e+004,-1.88253968517871e+001,1.18363313719891e+000
1.45001910122835e+004,-1.88252941055569e+001,1.18444567538816e+000
1.45102452629364e+004,-1.88251912187641e+001,1.18525876013209e+000
1.45203064850807e+004,-1.88250881912193e+001,1.18607239177429e+000
1.45303746835503e+004,-1.88249850227324e+001,1.18688657066026e+000
1.45404498631825e+004,-1.88248817131137e+001,1.18770129713389e+000
1.45505320288179e+004,-1.88247782621726e+001,1.18851657154091e+000
1.45606211853005e+004,-1.88246746697186e+001,1.18933239422645e+000
1.45707173374778e+004,-1.88245709355608e+001,1.19014876553545e+000
1.45808204902004e+004,-1.88244670595083e+001,1.19096568581363e+000
1.45909306483225e+004,-1.88243630413695e+001,1.19178315540701e+000
1.46010478167014e+004,-1.88242588809532e+001,1.19260117466070e+000
1.46111720001980e+004,-1.88241545780672e+001,1.19341974392150e+000
1.46213032036766e+004,-1.88240501325196e+001,1.19423886353525e+000
1.46314414320046e+004,-1.88239455441181e+001,1.19505853384839e+000
1.46415866900530e+004,-1.88238408126700e+001,1.19587875520712e+000
1.46517389826962e+004,-1.88237359379826e+001,1.19669952795836e+000
1.46618983148118e+004,-1.88236309198627e+001,1.19752085244943e+000
1.46720646912809e+004,-1.88235257581171e+001,1.19834272902667e+000
1.46822381169881e+004,-1.88234204525520e+001,1.19916515803760e+000
1.46924185968210e+004,-1.88233150029738e+001,1.19998813982905e+000
1.47026061356710e+004,-1.88232094091882e+001,1.20081167475022e+000
1.47128007384328e+004,-1.88231036710010e+001,1.20163576314646e+000
1.47230024100042e+004,-1.88229977882175e+001,1.20246040536750e+000
1.47332111552869e+004,-1.88228917606428e+001,1.20328560176046e+000
1.47434269791855e+004,-1.88227855880819e+001,1.20411135267403e+000
1.47536498866084e+004,-1.88226792703394e+001,1.20493765845632e+000
1.47638798824670e+004,-1.88225728072197e+001,1.20576451945583e+000
1.47741169716766e+004,-1.88224661985269e+001,1.20659193602147e+000
1.47843611591554e+004,-1.88223594440647e+001,1.20741990850218e+000
1.47946124498255e+004,-1.88222525436370e+001,1.20824843724664e+000
1.48048708486119e+004,-1.88221454970470e+001,1.20907752260438e+000
1.48151363604435e+004,-1.88220383040977e+001,1.20990716492466e+000
1.48254089902522e+004,-1.88219309645921e+001,1.21073736455766e+000
1.48356887429737e+004,-1.88218234783327e+001,1.21156812185207e+000
1.48459756235468e+004,-1.88217158451218e+001,1.21239943715842e+000
1.48562696369140e+004,-1.88216080647615e+001,1.21323131082694e+000
1.48665707880209e+004,-1.88215001370537e+001,1.21406374320698e+000
1.48768790818169e+004,-1.88213920617998e+001,1.21489673465027e+000
1.48871945232546e+004,-1.88212838388011e+001,1.21573028550653e+000
1.48975171172900e+004,-1.88211754678588e+001,1.21656439612596e+000
1.49078468688827e+004,-1.88210669487735e+001,1.21739906686065e+000
1.49181837829957e+004,-1.88209582813456e+001,1.21823429806148e+000
1.49285278645953e+004,-1.88208494653757e+001,1.21907009007868e+000
1.49388791186514e+004,-1.88207405006634e+001,1.21990644326494e+000
1.49492375501373e+004,-1.88206313870087e+001,1.22074335797094e+000
1.49596031640297e+004,-1.88205221242110e+001,1.22158083454904e+000
1.49699759653088e+004,-1.88204127120695e+001,1.22241887335062e+000
1.49803559589583e+004,-1.88203031503830e+001,1.22325747472831e+000
1.49907431499652e+004,-1.88201934389504e+001,1.22409663903395e+000
1.50011375433202e+004,-1.88200835775700e+001,1.22493636661990e+000
1.50115391440171e+004,-1.88199735660399e+001,1.22577665783935e+000
1.50219479570536e+004,-1.88198634041582e+001,1.22661751304439e+000
1.50323639874306e+004,-1.88197530917223e+001,1.22745893258821e+000
1.50427872401524e+004,-1.88196426285297e+001,1.22830091682384e+000
1.50532177202270e+004,-1.88195320143774e+001,1.22914346610470e+000
1.50636554326657e+004,-1.88194212490623e+001,1.22998658078437e+000
1.50741003824834e+004,-1.88193103323809e+001,1.23083026121588e+000
1.50845525746983e+004,-1.88191992641297e+001,1.23167450775326e+000
1.50950120143322e+004,-1.88190880441045e+001,1.23251932075056e+000
1.51054787064105e+004,-1.88189766721012e+001,1.23336470056191e+000
1.51159526559618e+004,-1.88188651479153e+001,1.23421064754135e+000
1.51264338680184e+004,-1.88187534713420e+001,1.23505716204352e+000
1.51369223476160e+004,-1.88186416421763e+001,1.23590424442296e+000
1.51474180997939e+004,-1.88185296602130e+001,1.23675189503453e+000
1.51579211295948e+004,-1.88184175252463e+001,1.23760011423314e+000
1.51684314420648e+004,-1.88183052370706e+001,1.23844890237340e+000
1.51789490422538e+004,-1.88181927954797e+001,1.23929825981108e+000
1.51894739352148e+004,-1.88180802002673e+001,1.24014818690160e+000
1.52000061260047e+004,-1.88179674512267e+001,1.24099868400063e+000
1.52105456196836e+004,-1.88178545481510e+001,1.24184975146414e+000
1.52210924213153e+004,-1.88177414908330e+001,1.24270138964740e+000
1.52316465359670e+004,-1.88176282790654e+001,1.24355359890675e+000
1.52422079687095e+004,-1.88175149126404e+001,1.24440637959868e+000
1.52527767246171e+004,-1.88174013913500e+001,1.24525973207950e+000
1.52633528087675e+004,-1.88172877149860e+001,1.24611365670600e+000
1.52739362262420e+004,-1.88171738833398e+001,1.24696815383449e+000
1.52845269821256e+004,-1.88170598962027e+001,1.24782322382239e+000
1.52951250815064e+004,-1.88169457533656e+001,1.24867886702645e+000
1.53057305294766e+004,-1.88168314546191e+001,1.24953508380449e+000
1.53163433311313e+004,-1.88167169997537e+001,1.25039187451304e+000
1.53269634915697e+004,-1.88166023885594e+001,1.25124923951078e+000
1.53375910158942e+004,-1.88164876208261e+001,1.25210717915446e+000
1.53482259092108e+004,-1.88163726963434e+001,1.25296569380307e+000
1.53588681766291e+004,-1.88162576149006e+001,1.25382478381402e+000
1.53695178232622e+004,-1.88161423762866e+001,1.25468444954565e+000
1.53801748542268e+004,-1.88160269802903e+001,1.25554469135654e+000
1.53908392746430e+004,-1.88159114267002e+001,1.25640550960507e+000
1.54015110896347e+004,-1.88157957153044e+001,1.25726690465011e+000
1.54121903043290e+004,-1.88156798458908e+001,1.25812887685086e+000
1.54228769238569e+004,-1.88155638182470e+001,1.25899142656643e+000
1.54335709533529e+004,-1.88154476321606e+001,1.25985455415586e+000
1.54442723979548e+004,-1.88153312874185e+001,1.26071825997875e+000
1.54549812628042e+004,-1.88152147838077e+001,1.26158254439419e+000
1.54656975530462e+004,-1.88150981211145e+001,1.26244740776283e+000
1.54764212738296e+004,-1.88149812991254e+001,1.26331285044365e+000
1.54871524303065e+004,-1.88148643176262e+001,1.26417887279774e+000
1.54978910276327e+004,-1.88147471764027e+001,1.26504547518455e+000
1.55086370709677e+004,-1.88146298752405e+001,1.26591265796453e+000
1.55193905654745e+004,-1.88145124139244e+001,1.26678042149864e+000
1.55301515163195e+004,-1.88143947922395e+001,1.26764876614815e+000
1.55409199286728e+004,-1.88142770099704e+001,1.26851769227322e+000
1.55516958077084e+004,-1.88141590669013e+001,1.26938720023503e+000
1.55624791586033e+004,-1.88140409628164e+001,1.27025729039527e+000
1.55732699865385e+004,-1.88139226974993e+001,1.27112796311513e+000
1.55840682966986e+004,-1.88138042707336e+001,1.27199921875536e+000
1.55948740942715e+004,-1.88136856823024e+001,1.27287105767908e+000
1.56056873844490e+004,-1.88135669319886e+001,1.27374348024762e+000
1.56165081724264e+004,-1.88134480195749e+001,1.27461648682309e+000
1.56273364634024e+004,-1.88133289448437e+001,1.27549007776791e+000
1.56381722625797e+004,-1.88132097075770e+001,1.27636425344397e+000
1.56490155751642e+004,-1.88130903075566e+001,1.27723901421416e+000
1.56598664063658e+004,-1.88129707445638e+001,1.27811436044200e+000
1.56707247613976e+004,-1.88128510183802e+001,1.27899029248904e+000
1.56815906454767e+004,-1.88127311287865e+001,1.27986681071923e+000
1.56924640638236e+004,-1.88126110755633e+001,1.28074391549588e+000
1.57033450216625e+004,-1.88124908584912e+001,1.28162160718193e+000
1.57142335242211e+004,-1.88123704773500e+001,1.28249988614123e+000
1.57251295767308e+004,-1.88122499319198e+001,1.28337875273705e+000
1.57360331844268e+004,-1.88121292219798e+001,1.28425820733420e+000
1.57469443525476e+004,-1.88120083473095e+001,1.28513825029589e+000
1.57578630863357e+004,-1.88118873076877e+001,1.28601888198695e+000
1.57687893910368e+004,-1.88117661028929e+001,1.28690010277180e+000
1.57797232719006e+004,-1.88116447327038e+001,1.28778191301438e+000
1.57906647341803e+004,-1.88115231968983e+001,1.28866431307996e+000
1.58016137831328e+004,-1.88114014952542e+001,1.28954730333316e+000
1.58125704240186e+004,-1.88112796275490e+001,1.29043088413948e+000
1.58235346621018e+004,-1.88111575935600e+001,1.29131505586322e+000
1.58345065026502e+004,-1.88110353930639e+001,1.29219981887113e+000
1.58454859509353e+004,-1.88109130258376e+001,1.29308517352744e+000
1.58564730122322e+004,-1.88107904916574e+001,1.29397112019850e+000
1.58674676918196e+004,-1.88106677902992e+001,1.29485765925032e+000
1.58784699949800e+004,-1.88105449215390e+001,1.29574479104867e+000
1.58894799269995e+004,-1.88104218851521e+001,1.29663251595991e+000
1.59004974931678e+004,-1.88102986809137e+001,1.29752083435043e+000
1.59115226987784e+004,-1.88101753085988e+001,1.29840974658640e+000
1.59225555491283e+004,-1.88100517679820e+001,1.29929925303459e+000
1.59335960495183e+004,-1.88099280588375e+001,1.30018935406241e+000
1.59446442052528e+004,-1.88098041809395e+001,1.30108005003622e+000
1.59557000216401e+004,-1.88096801340616e+001,1.30197134132351e+000
1.59667635039918e+004,-1.88095559179772e+001,1.30286322829226e+000
1.59778346576234e+004,-1.88094315324597e+001,1.30375571130856e+000
1.59889134878542e+004,-1.88093069772817e+001,1.30464879074127e+000
1.60000000000070e+004,-1.88091822522158e+001,1.30554246695774e+000
1.60110941994083e+004,-1.88090573570343e+001,1.30643674032610e+000
1.60221960913884e+004,-1.88089322915092e+001,1.30733161121478e+000
1.60333056812811e+004,-1.88088070554121e+001,1.30822707999192e+000
1.60444229744243e+004,-1.88086816485145e+001,1.30912314702541e+000
1.60555479761591e+004,-1.88085560705874e+001,1.31001981268501e+000
1.60666806918306e+004,-1.88084303214016e+001,1.31091707733883e+000
1.60778211267876e+004,-1.88083044007277e+001,1.31181494135555e+000
1.60889692863825e+004,-1.88081783083358e+001,1.31271340510502e+000
1.61001251759716e+004,-1.88080520439957e+001,1.31361246895648e+000
1.61112888009146e+004,-1.88079256074772e+001,1.31451213327948e+000
1.61224601665751e+004,-1.88077989985495e+001,1.31541239844278e+000
1.61336392783206e+004,-1.88076722169816e+001,1.31631326481709e+000
1.61448261415220e+004,-1.88075452625423e+001,1.31721473277196e+000
1.61560207615541e+004,-1.88074181349999e+001,1.31811680267760e+000
1.61672231437953e+004,-1.88072908341226e+001,1.31901947490467e+000
1.61784332936280e+004,-1.88071633596782e+001,1.31992274982283e+000
1.61896512164380e+004,-1.88070357114342e+001,1.32082662780349e+000
1.62008769176150e+004,-1.88069078891578e+001,1.32173110921687e+000
1.62121104025525e+004,-1.88067798926159e+001,1.32263619443412e+000
1.62233516766476e+004,-1.88066517215752e+001,1.32354188382599e+000
1.62346007453012e+004,-1.88065233758019e+001,1.32444817776460e+000
1.62458576139180e+004,-1.88063948550621e+001,1.32535507662069e+000
1.62571222879064e+004,-1.88062661591215e+001,1.32626258076536e+000
1.62683947726785e+004,-1.88061372877455e+001,1.32717069057165e+000
1.62796750736501e+004,-1.88060082406991e+001,1.32807940641036e+000
1.62909631962411e+004,-1.88058790177473e+001,1.32898872865408e+000
1.63022591458747e+004,-1.88057496186544e+001,1.32989865767531e+000
1.63135629279782e+004,-1.88056200431848e+001,1.33080919384525e+000
1.63248745479825e+004,-1.88054902911021e+001,1.33172033753792e+000
1.63361940113223e+004,-1.88053603621702e+001,1.33263208912520e+000
1.63475213234360e+004,-1.88052302561522e+001,1.33354444898007e+000
1.63588564897660e+004,-1.88050999728111e+001,1.33445741747561e+000
1.63701995157581e+004,-1.88049695119096e+001,1.33537099498520e+000
1.63815504068623e+004,-1.88048388732102e+001,1.33628518188148e+000
1.63929091685320e+004,-1.88047080564747e+001,1.33719997853906e+000
1.64042758062247e+004,-1.88045770614650e+001,1.33811538533058e+000
1.64156503254015e+004,-1.88044458879426e+001,1.33903140263039e+000
1.64270327315272e+004,-1.88043145356684e+001,1.33994803081260e+000
1.64384230300707e+004,-1.88041830044036e+001,1.34086527025090e+000
1.64498212265043e+004,-1.88040512939084e+001,1.34178312132038e+000
1.64612273263045e+004,-1.88039194039431e+001,1.34270158439497e+000
1.64726413349512e+004,-1.88037873342678e+001,1.34362065984909e+000
1.64840632579285e+004,-1.88036550846418e+001,1.34454034805792e+000
1.64954931007239e+004,-1.88035226548246e+001,1.34546064939666e+000
1.65069308688290e+004,-1.88033900445752e+001,1.34638156423956e+000
1.65183765677392e+004,-1.88032572536520e+001,1.34730309296287e+000
1.65298302029534e+004,-1.88031242818137e+001,1.34822523594134e+000
1.65412917799747e+004,-1.88029911288181e+001,1.34914799355108e+000
1.65527613043099e+004,-1.88028577944231e+001,1.35007136616725e+000
1.65642387814694e+004,-1.88027242783861e+001,1.35099535416623e+000
1.65757242169676e+004,-1.88025905804641e+001,1.35191995792388e+000
1.65872176163229e+004,-1.88024567004140e+001,1.35284517781635e+000
1.65987189850571e+004,-1.88023226379923e+001,1.35377101422018e+000
1.66102283286963e+004,-1.88021883929551e+001,1.35469746751203e+000
1.66217456527700e+004,-1.88020539650583e+001,1.35562453806871e+000
1.66332709628118e+004,-1.88019193540575e+001,1.35655222626658e+000
1.66448042643591e+004,-1.88017845597078e+001,1.35748053248336e+000
1.66563455629532e+004,-1.88016495817643e+001,1.35840945709549e+000
1.66678948641389e+004,-1.88015144199815e+001,1.35933900048057e+000
1.66794521734653e+004,-1.88013790741137e+001,1.36026916301642e+000
1.66910174964851e+004,-1.88012435439148e+001,1.36119994508078e+000
1.67025908387549e+004,-1.88011078291387e+001,1.36213134705074e+000
1.67141722058351e+004,-1.88009719295384e+001,1.36306336930499e+000
1.67257616032901e+004,-1.88008358448672e+001,1.36399601222152e+000
1.67373590366879e+004,-1.88006995748778e+001,1.36492927617814e+000
1.67489645116006e+004,-1.88005631193224e+001,1.36586316155382e+000
1.67605780336042e+004,-1.88004264779532e+001,1.36679766872737e+000
1.67721996082783e+004,-1.88002896505220e+001,1.36773279807654e+000
1.67838292412066e+004,-1.88001526367801e+001,1.36866854998168e+000
1.67954669379765e+004,-1.88000154364787e+001,1.36960492482075e+000
1.68071127041795e+004,-1.87998780493686e+001,1.37054192297377e+000
1.68187665454108e+004,-1.87997404752003e+001,1.37147954481910e+000
1.68304284672694e+004,-1.87996027137239e+001,1.37241779073735e+000
1.68420984753585e+004,-1.87994647646893e+001,1.37335666110794e+000
1.68537765752849e+004,-1.87993266278460e+001,1.37429615631014e+000
1.68654627726593e+004,-1.87991883029432e+001,1.37523627672471e+000
1.68771570730965e+004,-1.87990497897298e+001,1.37617702273166e+000
1.68888594822150e+004,-1.87989110879542e+001,1.37711839471142e+000
1.69005700056372e+004,-1.87987721973648e+001,1.37806039304407e+000
1.69122886489896e+004,-1.87986331177095e+001,1.37900301811083e+000
1.69240154179024e+004,-1.87984938487357e+001,1.37994627029230e+000
1.69357503180097e+004,-1.87983543901910e+001,1.38089014996895e+000
1.69474933549496e+004,-1.87982147418220e+001,1.38183465752248e+000
1.69592445343641e+004,-1.87980749033755e+001,1.38277979333421e+000
1.69710038618990e+004,-1.87979348745977e+001,1.38372555778559e+000
1.69827713432043e+004,-1.87977946552347e+001,1.38467195125771e+000
1.69945469839335e+004,-1.87976542450319e+001,1.38561897413286e+000
1.70063307897444e+004,-1.87975136437349e+001,1.38656662679240e+000
1.70181227662985e+004,-1.87973728510885e+001,1.38751490961909e+000
1.70299229192614e+004,-1.87972318668375e+001,1.38846382299404e+000
1.70417312543023e+004,-1.87970906907260e+001,1.38941336730116e+000
1.70535477770947e+004,-1.87969493224983e+001,1.39036354292180e+000
1.70653724933158e+004,-1.87968077618978e+001,1.39131435023908e+000
1.70772054086470e+004,-1.87966660086680e+001,1.39226578963591e+000
1.70890465287733e+004,-1.87965240625520e+001,1.39321786149503e+000
1.71008958593838e+004,-1.87963819232923e+001,1.39417056619978e+000
1.71127534061716e+004,-1.87962395906315e+001,1.39512390413317e+000
1.71246191748336e+004,-1.87960970643114e+001,1.39607787567922e+000
1.71364931710709e+004,-1.87959543440738e+001,1.39703248122117e+000
1.71483754005884e+004,-1.87958114296601e+001,1.39798772114289e+000
1.71602658690948e+004,-1.87956683208114e+001,1.39894359582781e+000
1.71721645823029e+004,-1.87955250172683e+001,1.39990010566089e+000
1.71840715459297e+004,-1.87953815187712e+001,1.40085725102586e+000
1.71959867656957e+004,-1.87952378250603e+001,1.40181503230703e+000
1.72079102473258e+004,-1.87950939358751e+001,1.40277344988934e+000
1.72198419965485e+004,-1.87949498509551e+001,1.40373250415697e+000
1.72317820190965e+004,-1.87948055700393e+001,1.40469219549517e+000
1.72437303207065e+004,-1.87946610928665e+001,1.40565252428887e+000
1.72556869071190e+004,-1.87945164191751e+001,1.40661349092279e+000
1.72676517840786e+004,-1.87943715487029e+001,1.40757509578333e+000
1.72796249573339e+004,-1.87942264811880e+001,1.40853733925459e+000
1.72916064326374e+004,-1.87940812163676e+001,1.40950022172294e+000
1.73035962157456e+004,-1.87939357539787e+001,1.41046374357420e+000
1.73155943124192e+004,-1.87937900937581e+001,1.41142790519378e+000
1.73276007284226e+004,-1.87936442354420e+001,1.41239270696860e+000
1.73396154695243e+004,-1.87934981787667e+001,1.41335814928403e+000
1.73516385414968e+004,-1.87933519234677e+001,1.41432423252722e+000
1.73636699501167e+004,-1.87932054692806e+001,1.41529095708376e+000
1.73757097011645e+004,-1.87930588159401e+001,1.41625832334133e+000
1.73877578004247e+004,-1.87929119631811e+001,1.41722633168618e+000
1.73998142536859e+004,-1.87927649107379e+001,1.41819498250548e+000
1.74118790667407e+004,-1.87926176583446e+001,1.41916427618613e+000
1.74239522453855e+004,-1.87924702057348e+001,1.42013421311548e+000
1.74360337954211e+004,-1.87923225526418e+001,1.42110479368149e+000
1.74481237226520e+004,-1.87921746987986e+001,1.42207601827134e+000
1.74602220328868e+004,-1.87920266439379e+001,1.42304788727278e+000
1.74723287319383e+004,-1.87918783877921e+001,1.42402040107335e+000
1.74844438256231e+004,-1.87917299300930e+001,1.42499356006202e+000
1.74965673197620e+004,-1.87915812705723e+001,1.42596736462619e+000
1.75086992201797e+004,-1.87914324089612e+001,1.42694181515499e+000
1.75208395327051e+004,-1.87912833449909e+001,1.42791691203566e+000
1.75329882631709e+004,-1.87911340783917e+001,1.42889265565821e+000
1.75451454174142e+004,-1.87909846088940e+001,1.42986904641088e+000
1.75573110012758e+004,-1.87908349362278e+001,1.43084608468262e+000
1.75694850206007e+004,-1.87906850601225e+001,1.43182377086258e+000
1.75816674812380e+004,-1.87905349803075e+001,1.43280210533970e+000
1.75938583890407e+004,-1.87903846965116e+001,1.43378108850363e+000
1.76060577498661e+004,-1.87902342084634e+001,1.43476072074421e+000
1.76182655695754e+004,-1.87900835158909e+001,1.43574100245100e+000
1.76304818540337e+004,-1.87899326185222e+001,1.43672193401348e+000
1.76427066091106e+004,-1.87897815160846e+001,1.43770351582244e+000
1.76549398406793e+004,-1.87896302083054e+001,1.43868574826704e+000
1.76671815546175e+004,-1.87894786949114e+001,1.43966863173836e+000
1.76794317568066e+004,-1.87893269756289e+001,1.44065216662653e+000
1.76916904531323e+004,-1.87891750501842e+001,1.44163635332263e+000
1.77039576494844e+004,-1.87890229183030e+001,1.44262119221649e+000
1.77162333517566e+004,-1.87888705797107e+001,1.44360668369955e+000
1.77285175658468e+004,-1.87887180341324e+001,1.44459282816311e+000
1.77408102976571e+004,-1.87885652812928e+001,1.44557962599779e+000
1.77531115530935e+004,-1.87884123209163e+001,1.44656707759553e+000
1.77654213380663e+004,-1.87882591527268e+001,1.44755518334773e+000
1.77777396584895e+004,-1.87881057764480e+001,1.44854394364582e+000
1.77900665202818e+004,-1.87879521918034e+001,1.44953335888122e+000
1.78024019293654e+004,-1.87877983985158e+001,1.45052342944664e+000
1.78147458916670e+004,-1.87876443963078e+001,1.45151415573388e+000
1.78270984131174e+004,-1.87874901849017e+001,1.45250553813506e+000
1.78394594996512e+004,-1.87873357640195e+001,1.45349757704253e+000
1.78518291572075e+004,-1.87871811333826e+001,1.45449027284905e+000
1.78642073917293e+004,-1.87870262927123e+001,1.45548362594729e+000
1.78765942091636e+004,-1.87868712417294e+001,1.45647763672996e+000
1.78889896154619e+004,-1.87867159801544e+001,1.45747230559022e+000
1.79013936165795e+004,-1.87865605077075e+001,1.45846763292073e+000
1.79138062184760e+004,-1.87864048241084e+001,1.45946361911486e+000
1.79262274271149e+004,-1.87862489290766e+001,1.46046026456674e+000
1.79386572484643e+004,-1.87860928223311e+001,1.46145756966932e+000
1.79510956884959e+004,-1.87859365035907e+001,1.46245553481613e+000
1.79635427531859e+004,-1.87857799725737e+001,1.46345416040169e+000
1.79759984485145e+004,-1.87856232289981e+001,1.46445344681954e+000
1.79884627804660e+004,-1.87854662725816e+001,1.46545339446390e+000
1.80009357550291e+004,-1.87853091030414e+001,1.46645400372909e+000
1.80134173781964e+004,-1.87851517200945e+001,1.46745527500954e+000
1.80259076559647e+004,-1.87849941234576e+001,1.46845720869932e+000
1.80384065943349e+004,-1.87848363128467e+001,1.46945980519394e+000
1.80509141993124e+004,-1.87846782879776e+001,1.47046306488853e+000
1.80634304769063e+004,-1.87845200485660e+001,1.47146698817710e+000
1.80759554331302e+004,-1.87843615943269e+001,1.47247157545540e+000
1.80884890740017e+004,-1.87842029249751e+001,1.47347682711867e+000
1.81010314055426e+004,-1.87840440402251e+001,1.47448274356236e+000
1.81135824337790e+004,-1.87838849397908e+001,1.47548932518203e+000
1.81261421647410e+004,-1.87837256233860e+001,1.47649657237333e+000
1.81387106044630e+004,-1.87835660907240e+001,1.47750448553232e+000
1.81512877589835e+004,-1.87834063415177e+001,1.47851306505540e+000
1.81638736343453e+004,-1.87832463754797e+001,1.47952231133810e+000
1.81764682365953e+004,-1.87830861923224e+001,1.48053222477678e+000
1.81890715717845e+004,-1.87829257917574e+001,1.48154280576817e+000
1.82016836459684e+004,-1.87827651734965e+001,1.48255405470847e+000
1.82143044652064e+004,-1.87826043372507e+001,1.48356597199530e+000
1.82269340355622e+004,-1.87824432827307e+001,1.48457855802479e+000
1.82395723631037e+004,-1.87822820096470e+001,1.48559181319372e+000
1.82522194539031e+004,-1.87821205177096e+001,1.48660573790033e+000
1.82648753140367e+004,-1.87819588066283e+001,1.48762033254107e+000
1.82775399495851e+004,-1.87817968761123e+001,1.48863559751382e+000
1.82902133666329e+004,-1.87816347258705e+001,1.48965153321619e+000
1.83028955712693e+004,-1.87814723556116e+001,1.49066814004538e+000
1.83155865695873e+004,-1.87813097650437e+001,1.49168541839984e+000
1.83282863676845e+004,-1.87811469538748e+001,1.49270336867756e+000
1.83409949716624e+004,-1.87809839218122e+001,1.49372199127614e+000
1.83537123876270e+004,-1.87808206685630e+001,1.49474128659490e+000
1.83664386216884e+004,-1.87806571938340e+001,1.49576125503174e+000
1.83791736799610e+004,-1.87804934973316e+001,1.49678189698519e+000
1.83919175685632e+004,-1.87803295787618e+001,1.49780321285407e+000
1.84046702936181e+004,-1.87801654378301e+001,1.49882520303707e+000
1.84174318612526e+004,-1.87800010742418e+001,1.49984786793338e+000
1.84302022775982e+004,-1.87798364877018e+001,1.50087120794229e+000
1.84429815487903e+004,-1.87796716779146e+001,1.50189522346308e+000
1.84557696809688e+004,-1.87795066445844e+001,1.50291991489493e+000
1.84685666802779e+004,-1.87793413874147e+001,1.50394528263803e+000
1.84813725528658e+004,-1.87791759061093e+001,1.50497132709126e+000
1.84941873048853e+004,-1.87790102003709e+001,1.50599804865476e+000
1.85070109424931e+004,-1.87788442699021e+001,1.50702544772900e+000
1.85198434718505e+004,-1.87786781144054e+001,1.50805352471376e+000
1.85326848991228e+004,-1.87785117335825e+001,1.50908228000902e+000
1.85455352304798e+004,-1.87783451271350e+001,1.51011171401621e+000
1.85583944720955e+004,-1.87781782947641e+001,1.51114182713443e+000
1.85712626301480e+004,-1.87780112361704e+001,1.51217261976502e+000
1.85841397108201e+004,-1.87778439510543e+001,1.51320409230981e+000
1.85970257202984e+004,-1.87776764391159e+001,1.51423624516871e+000
1.86099206647742e+004,-1.87775087000548e+001,1.51526907874270e+000
1.86228245504427e+004,-1.87773407335702e+001,1.51630259343309e+000
1.86357373835039e+004,-1.87771725393610e+001,1.51733678964197e+000
1.86486591701615e+004,-1.87770041171258e+001,1.51837166777013e+000
1.86615899166241e+004,-1.87768354665625e+001,1.51940722821978e+000
1.86745296291041e+004,-1.87766665873690e+001,1.52044347139243e+000
1.86874783138185e+004,-1.87764974792425e+001,1.52148039768978e+000
1.87004359769885e+004,-1.87763281418801e+001,1.52251800751430e+000
1.87134026248398e+004,-1.87761585749784e+001,1.52355630126819e+000
1.87263782636021e+004,-1.87759887782335e+001,1.52459527935381e+000
1.87393628995096e+004,-1.87758187513412e+001,1.52563494217347e+000
1.87523565388009e+004,-1.87756484939971e+001,1.52667529012990e+000
1.87653591877187e+004,-1.87754780058962e+001,1.52771632362559e+000
1.87783708525103e+004,-1.87753072867332e+001,1.52875804306385e+000
1.87913915394271e+004,-1.87751363362024e+001,1.52980044884681e+000
1.88044212547250e+004,-1.87749651539975e+001,1.53084354137908e+000
1.88174600046641e+004,-1.87747937398122e+001,1.53188732106327e+000
1.88305077955090e+004,-1.87746220933398e+001,1.53293178830195e+000
1.88435646335284e+004,-1.87744502142728e+001,1.53397694350005e+000
1.88566305249956e+004,-1.87742781023037e+001,1.53502278706036e+000
1.88697054761882e+004,-1.87741057571244e+001,1.53606931938733e+000
1.88827894933879e+004,-1.87739331784266e+001,1.53711654088465e+000
1.88958825828812e+004,-1.87737603659013e+001,1.53816445195670e+000
1.89089847509586e+004,-1.87735873192396e+001,1.53921305300708e+000
1.89220960039150e+004,-1.87734140381316e+001,1.54026234444113e+000
1.89352163480499e+004,-1.87732405222677e+001,1.54131232666243e+000
1.89483457896669e+004,-1.87730667713374e+001,1.54236300007607e+000
1.89614843350741e+004,-1.87728927850300e+001,1.54341436508628e+000
